CustomerKey,Gender,Name,City,State_Code,State,Country,Continent,Birthday,Age
1251230,Female,Tiffany Cheshire,Minneapolis,MN,Minnesota,United States,North America,17-02-1935,91
1256108,Female,Frances Bellman,Roosevelt,MN,Minnesota,United States,North America,03-11-1980,45
1262657,Female,Mary Johnson,Richmond,MN,Minnesota,United States,North America,15-04-1957,68
1294690,Female,Joyce Gonsalez,Wadena,MN,Minnesota,United States,North America,27-04-1963,62
1295834,Female,Eleanor Westerfield,Cook,MN,Minnesota,United States,North America,25-10-1980,45
1313198,Female,Margie Farrell,Minneapolis,MN,Minnesota,United States,North America,04-10-1981,44
1319794,Female,Lena Richardson,Minneapolis,MN,Minnesota,United States,North America,22-07-1997,28
1331532,Female,Lettie Granados,Saint Peter,MN,Minnesota,United States,North America,23-09-1971,54
1344457,Female,Lisa Stgermain,Bigelow,MN,Minnesota,United States,North America,10-02-1945,81
1344962,Female,Rosina Peters,Owatonna,MN,Minnesota,United States,North America,11-07-1975,50
1362686,Female,Ruby Southworth,Saint Paul,MN,Minnesota,United States,North America,17-02-1999,27
1364716,Female,Gloria Mattera,Saint Paul,MN,Minnesota,United States,North America,19-07-1969,56
1380432,Female,Elizabeth Welty,Minneapolis,MN,Minnesota,United States,North America,24-09-1996,29
1426220,Female,Connie Penland,Marshall,MN,Minnesota,United States,North America,17-03-1955,71
1448404,Female,Jane Barkley,Northfield,MN,Minnesota,United States,North America,06-12-1956,69
1480890,Female,Josephine Collins,Clarkfield,MN,Minnesota,United States,North America,17-11-1935,90
1506504,Female,Samantha Durst,Saint Cloud,MN,Minnesota,United States,North America,21-03-1974,52
1512274,Female,Marlene Rowe,Winona,MN,Minnesota,United States,North America,06-07-1964,61
1575642,Female,Laura Devries,Monticello,MN,Minnesota,United States,North America,01-02-1981,45
1587170,Female,Desiree Garcia,Rochester,MN,Minnesota,United States,North America,26-10-1991,34
1587485,Female,Florence Jack,Minneapolis,MN,Minnesota,United States,North America,04-10-2000,25
1590155,Female,Jeanne Andrews,Sunburg,MN,Minnesota,United States,North America,30-10-1955,70
1591782,Female,Suzanne Steward,Minneapolis,MN,Minnesota,United States,North America,07-10-1941,84
1596943,Female,Marylou Bishop,Plymouth,MN,Minnesota,United States,North America,24-03-1937,89
1627616,Female,Anna Shoemaker,Osage,MN,Minnesota,United States,North America,27-01-1992,34
1635142,Female,Roxanna Harding,Minneapolis,MN,Minnesota,United States,North America,31-08-1968,57
1656349,Female,Nancy Footman,Minneapolis,MN,Minnesota,United States,North America,15-04-1952,73
1688939,Female,Wanda Fredrickson,Eagan,MN,Minnesota,United States,North America,06-04-1969,56
1694130,Female,Kaye Crawford,Golden Valley,MN,Minnesota,United States,North America,07-04-1940,85
1705560,Female,Tanya Holton,Minneapolis,MN,Minnesota,United States,North America,24-09-1954,71
1722159,Female,Sharon Manzano,Fairmont,MN,Minnesota,United States,North America,19-06-1993,32
1729878,Female,Kathryn Galloway,Minneapolis,MN,Minnesota,United States,North America,27-05-2001,24
1749591,Female,Ayesha Cruz,Virginia,MN,Minnesota,United States,North America,20-09-1961,64
1756535,Female,Amanda Hammon,Roseville,MN,Minnesota,United States,North America,09-10-1986,39
1763642,Female,Karen Smith,Golden Valley,MN,Minnesota,United States,North America,18-04-1972,53
1764995,Female,Keshia Jacob,Minneapolis,MN,Minnesota,United States,North America,07-03-1953,73
1765862,Female,Lula Beyer,Faribault,MN,Minnesota,United States,North America,07-06-1976,49
1766504,Female,Amalia Gonzales,Minneapolis,MN,Minnesota,United States,North America,29-03-1962,64
1767742,Female,Karen Nelson,Andover,MN,Minnesota,United States,North America,29-02-1968,58
1769294,Female,Alberta Thrailkill,Wadena,MN,Minnesota,United States,North America,12-09-1993,32
1774119,Female,Linda Brooker,Marshall,MN,Minnesota,United States,North America,31-12-1946,79
1803130,Female,Erica Rosenbloom,Hutchinson,MN,Minnesota,United States,North America,15-02-1974,52
1857896,Female,Martha Beaty,Owatonna,MN,Minnesota,United States,North America,07-07-1964,61
1860245,Female,Mary Williams,Minneapolis,MN,Minnesota,United States,North America,25-12-1978,47
1860642,Female,Nancy Sherman,Medford,MN,Minnesota,United States,North America,04-12-1973,52
1885532,Female,Diane Miller,Viking,MN,Minnesota,United States,North America,03-01-1971,55
1904291,Female,Bianca Findlay,Saint Cloud,MN,Minnesota,United States,North America,30-08-1975,50
1904541,Female,Marie Winther,Holmes City,MN,Minnesota,United States,North America,28-10-1944,81
1914860,Female,Zlatica Topic,Plymouth,MN,Minnesota,United States,North America,05-08-1958,67
1916780,Female,Ivana Leüková,Hazel Run,MN,Minnesota,United States,North America,27-04-1969,56
1916927,Female,Janina Toledo,Virginia,MN,Minnesota,United States,North America,11-04-1966,59
1918814,Female,Tracy Stafford,Duluth,MN,Minnesota,United States,North America,26-08-1992,33
1920224,Female,Sofie Rasmussen,Minneapolis,MN,Minnesota,United States,North America,03-01-2002,24
1941945,Female,Julia Diederich,Golden Valley,MN,Minnesota,United States,North America,10-01-1943,83
1969111,Female,Alena Dvoráková,Minneapolis,MN,Minnesota,United States,North America,03-02-1961,65
1977993,Female,Uta Hahn,Saint Paul,MN,Minnesota,United States,North America,26-05-1955,70
1978474,Female,Amelia Teakle,Cambridge,MN,Minnesota,United States,North America,22-03-1969,57
1979837,Female,Vlatka Juric,Owatonna,MN,Minnesota,United States,North America,09-01-1951,75
2026801,Female,Anna Svobodová,Nisswa,MN,Minnesota,United States,North America,15-12-1990,35
2028151,Female,Leah Eisenhower,Enfield,MN,Minnesota,United States,North America,01-02-1959,67
2031360,Female,Anna Bubníková,Minneapolis,MN,Minnesota,United States,North America,17-08-1976,49
2042548,Female,Fanchon Charette,Eagan,MN,Minnesota,United States,North America,07-02-1955,71
1201988,Female,Mary Bell,Gadsden,AL,Alabama,United States,North America,15-09-1991,34
1202353,Female,Peggy Willis,Huntsville,AL,Alabama,United States,North America,29-07-1952,73
1203623,Female,Corina Ralph,Eagle River,WI,Wisconsin,United States,North America,25-06-1971,54
1204304,Female,Vickie Dahmen,Montpelier,VT,Vermont,United States,North America,15-07-1948,77
1208498,Female,Racheal Williams,Broken Arrow,OK,Oklahoma,United States,North America,16-10-1996,29
1208569,Female,Laurel Dunn,Salt Lake City,UT,Utah,United States,North America,20-01-1971,55
1208615,Female,Jean Vega,Madisonville,KY,Kentucky,United States,North America,01-11-1983,42
1210105,Female,Mary Mccollum,Anniston,AL,Alabama,United States,North America,01-08-1946,79
1210824,Female,Inez Coronado,Wichita,KS,Kansas,United States,North America,07-04-2001,24
1211756,Female,Kathryn Shirk,Columbia,MD,Maryland,United States,North America,29-09-1945,80
1212798,Female,Katrina Cook,Baltimore,MD,Maryland,United States,North America,03-11-1947,78
1213454,Female,Connie Simonsen,Montgomery,AL,Alabama,United States,North America,22-10-1947,78
1214035,Female,Robyn Wilson,Beaverton,OR,Oregon,United States,North America,21-01-1981,45
1214274,Female,Brenda Farris,Lafayette,IN,Indiana,United States,North America,11-10-1999,26
1215660,Female,Frances Bacher,Wilton,CT,Connecticut,United States,North America,03-05-2000,25
1217343,Female,Laura Lara,Batesville,AR,Arkansas,United States,North America,21-08-1942,83
1218187,Female,Melissa Young,Washington,MD,Maryland,United States,North America,15-11-1993,32
1219366,Female,Frances Green,Clarksburg,WV,West Virginia,United States,North America,19-02-1958,68
1219636,Female,Mary Alfaro,Madison,WI,Wisconsin,United States,North America,08-06-1957,68
1221117,Female,Gail Gonsalves,Meriden,CT,Connecticut,United States,North America,13-11-1985,40
1221220,Female,Rena Gallagher,Scottsdale,AZ,Arizona,United States,North America,29-12-1974,51
1221391,Female,Mary Brennan,Wichita,AR,Arkansas,United States,North America,23-04-1979,46
1221906,Female,Rhoda Garza,Fort Smith,AR,Arkansas,United States,North America,30-12-1947,78
1221984,Female,Minnie Littlejohn,Baltimore,MD,Maryland,United States,North America,11-03-1942,84
1223141,Female,Florence Coles,Jackson,MS,Mississippi,United States,North America,22-11-1985,40
1223270,Female,Dale Samaniego,Silver Spring,MD,Maryland,United States,North America,22-12-1958,67
1223404,Female,Marilyn Clayton,Science Hill,KY,Kentucky,United States,North America,08-05-1971,54
1224103,Female,Ada Hanlon,Winooski,VT,Vermont,United States,North America,20-01-1965,61
1226535,Female,Marilynn Furey,Evansville,IN,Indiana,United States,North America,27-08-1951,74
1227008,Female,Misty Vargas,Hanceville,AL,Alabama,United States,North America,25-07-1997,28
1227948,Female,Hazel Bowman,French Settlement,LA,Louisiana,United States,North America,15-07-1983,42
1227963,Female,Amy Carter,Denver,CO,Colorado,United States,North America,05-11-1949,76
1228187,Female,Dianne Avalos,Denver,CO,Colorado,United States,North America,23-04-1989,36
1229112,Female,Jill Shelton,Hanover,MD,Maryland,United States,North America,13-02-1974,52
1229784,Female,Mary Padilla,Miltonvale,KS,Kansas,United States,North America,19-09-1941,84
1230028,Female,Gladys Crespo,Oxford,MS,Mississippi,United States,North America,25-07-1951,74
1230421,Female,Alicia Pennell,Hattiesburg,MS,Mississippi,United States,North America,24-10-1977,48
1230541,Female,Erin Freese,Baton Rouge,LA,Louisiana,United States,North America,18-11-1942,83
1230567,Female,Nancy Purvis,Fairbanks,AK,Alaska,United States,North America,28-03-1970,56
1231909,Female,Andrea Mcmurray,Overton,NV,Nevada,United States,North America,21-11-1980,45
1232687,Female,Cathy Bailey,Indianapolis,IN,Indiana,United States,North America,06-07-1961,64
1234624,Female,Lillian Carroll,Lexington,KY,Kentucky,United States,North America,31-10-1985,40
1234994,Female,Dawn Burke,Ashland,OR,Oregon,United States,North America,30-09-1936,89
1236601,Female,Norma Fuentes,Northglenn,CO,Colorado,United States,North America,28-11-1986,39
1237927,Female,Stephanie Green,Jackson,MS,Mississippi,United States,North America,19-05-1961,64
1238645,Female,Elena Williams,Quartzsite,AZ,Arizona,United States,North America,29-06-1941,84
1239615,Female,Frances Herren,Fargo,ND,North Dakota,United States,North America,04-05-1957,68
1239780,Female,Janet Weiss,Gast Glacier Park,MT,Montana,United States,North America,27-02-1966,60
1241863,Female,Dorothy Castro,Lexington,KY,Kentucky,United States,North America,10-12-1992,33
1242475,Female,Lisa Spain,Memphis,TN,Tennessee,United States,North America,18-02-1947,79
1243658,Female,Marie Ervin,Kingman,AZ,Arizona,United States,North America,07-08-1946,79
1243894,Female,Roxie Minton,Midvale,UT,Utah,United States,North America,03-07-1988,37
1244073,Female,Linda Rodrigues,Mesa,AZ,Arizona,United States,North America,19-11-1973,52
1245533,Female,Betty Mccabe,Appleton,WI,Wisconsin,United States,North America,05-05-1941,84
1247394,Female,Jessica Bell,Council Bluffs,IA,Iowa,United States,North America,16-06-1987,38
1248112,Female,Mary Hamilton,Knoxville,TN,Tennessee,United States,North America,04-08-1943,82
1248803,Female,Susan Brown,Johnston,RI,Rhode Island,United States,North America,31-03-1967,59
1250036,Female,Marla Boone,Tulsa,OK,Oklahoma,United States,North America,16-11-1957,68
1250408,Female,Julia Huddleston,Honolulu,HI,Hawaii,United States,North America,02-01-2001,25
1251181,Female,Shirley Gosha,Elkton,MD,Maryland,United States,North America,25-07-1988,37
1251360,Female,Nancy Waterman,Birmingham,AL,Alabama,United States,North America,07-08-1973,52
1253996,Female,Sherry Merritt,Pena Blanca,NM,New Mexico,United States,North America,11-12-1970,55
1255266,Female,Tisha Hoffman,Brentwood,TN,Tennessee,United States,North America,27-05-1987,38
1255402,Female,Jennifer Venable,Memphis,TN,Tennessee,United States,North America,30-11-1997,28
1255742,Female,Jessica Bean,Senatobia,MS,Mississippi,United States,North America,30-10-1971,54
1256256,Female,Madeline Sluss,Wisconsin Dells,WI,Wisconsin,United States,North America,14-04-1985,40
1257209,Female,Shawna Smith,North Stratford,VT,Vermont,United States,North America,26-10-1976,49
1257326,Female,Evelyn Tolentino,Milwaukie,OR,Oregon,United States,North America,16-06-1995,30
1257599,Female,Jennifer Blodgett,Bloomington,IN,Indiana,United States,North America,15-11-1960,65
1258033,Female,Melinda Sandoval,Shreveport,LA,Louisiana,United States,North America,14-02-1963,63
1258249,Female,Shawn Esqueda,Towson,MD,Maryland,United States,North America,18-03-1947,79
1258398,Female,Patricia Stephens,San Simon,AZ,Arizona,United States,North America,06-09-1990,35
1260907,Female,Lucia Figueroa,Oklahoma City,OK,Oklahoma,United States,North America,08-12-1942,83
1261289,Female,Peggy Hardy,Clinton,OK,Oklahoma,United States,North America,11-04-1963,62
1261825,Female,Mary Fuller,Montgomery,AL,Alabama,United States,North America,13-10-1979,46
1263798,Female,Tammy Irizarry,Lahoma,OK,Oklahoma,United States,North America,19-04-1999,26
1264513,Female,Barbara Buse,Huntsville,AL,Alabama,United States,North America,11-04-1958,67
1264527,Female,Karen George,Boise,ID,Idaho,United States,North America,01-09-1944,81
1264949,Female,Gloria Murray,Houma,LA,Louisiana,United States,North America,03-02-1955,71
1264995,Female,Ellen Groff,Durango,CO,Colorado,United States,North America,10-10-1961,64
1265357,Female,Julia Peters,Morrilton,AR,Arkansas,United States,North America,11-09-1950,75
1266986,Female,Sasha Stanley,Columbia,SC,South Carolina,United States,North America,29-08-1987,38
1268170,Female,Kristen Pearson,Frederick,MD,Maryland,United States,North America,28-11-1977,48
1269390,Female,Mary Thomas,Colorado Springs,CO,Colorado,United States,North America,20-05-1991,34
1269972,Female,Andrea Martinez,Newark,AR,Arkansas,United States,North America,01-09-1996,29
1272285,Female,Mary Tibbetts,Ellicott City,MD,Maryland,United States,North America,26-02-1965,61
1273372,Female,Michele Selby,Reno,NV,Nevada,United States,North America,01-02-1969,57
1273698,Female,Cassandra Bacon,Biddeford,ME,Maine,United States,North America,15-01-1951,75
1274951,Female,Towanda Holton,Charleston,SC,South Carolina,United States,North America,18-07-1956,69
1275496,Female,Anette Sawyers,Providence,RI,Rhode Island,United States,North America,11-10-1996,29
1276079,Female,Hope Gibbs,Phoenix,AZ,Arizona,United States,North America,23-08-1973,52
1276232,Female,Erica Bradley,Tulsa,OK,Oklahoma,United States,North America,07-06-1966,59
1276329,Female,Bonnie Maldonado,Elmore City,OK,Oklahoma,United States,North America,10-03-1968,58
1276345,Female,Beulah Brown,Knoxville,TN,Tennessee,United States,North America,20-02-1957,69
1276606,Female,Edith Cotton,Elk Lake,WI,Wisconsin,United States,North America,01-02-1942,84
1277565,Female,Margaret Czajkowski,Oklahoma City,OK,Oklahoma,United States,North America,22-07-1958,67
1278844,Female,Carrie Mcalexander,Chickasha,OK,Oklahoma,United States,North America,13-07-1940,85
1279546,Female,Mae Jackson,Mechanic Falls,ME,Maine,United States,North America,03-03-1978,48
1281306,Female,Mary Hicks,Philadelphia,DE,Delaware,United States,North America,27-10-1968,57
1282801,Female,Cassandra Garzon,Baton Rouge,LA,Louisiana,United States,North America,22-04-1990,35
1284180,Female,Becky Amend,Tulsa,OK,Oklahoma,United States,North America,03-02-1937,89
1284776,Female,Echo Brown,Angola,IN,Indiana,United States,North America,26-01-1982,44
1285725,Female,Frances Finch,Denver,CO,Colorado,United States,North America,02-04-1963,63
1286602,Female,Frances Colbert,Charleston,WV,West Virginia,United States,North America,24-03-1991,35
1287610,Female,Angela Cain,Corydon,KY,Kentucky,United States,North America,01-07-1960,65
1288611,Female,Karen Richardson,East Grand Forks,ND,North Dakota,United States,North America,19-10-1967,58
1288830,Female,Mary Duncan,Coleridge,NE,Nebraska,United States,North America,11-01-2000,26
1289166,Female,Clemmie Muniz,Biloxi,MS,Mississippi,United States,North America,23-04-1965,60
1289422,Female,Gracie Winstead,Bend,OR,Oregon,United States,North America,01-11-1960,65
1289480,Female,Stacy Miller,Reno,NV,Nevada,United States,North America,11-08-2000,25
1289490,Female,Sue Johnson,Portland,OR,Oregon,United States,North America,27-08-1961,64
1290423,Female,Helen Cousar,Las Vegas,NV,Nevada,United States,North America,13-11-1977,48
1291470,Female,Michelle Moseley,Dover,NH,New Hampshire,United States,North America,19-04-1977,48
1291689,Female,Brigitte Skinner,Providence,RI,Rhode Island,United States,North America,26-01-1970,56
1292067,Female,Rebecca Blackwell,Elberfeld,IN,Indiana,United States,North America,06-05-1967,58
1292219,Female,Betty Gray,Merrillville,IN,Indiana,United States,North America,27-10-1980,45
1292238,Female,Alta Busby,King Salmon,AK,Alaska,United States,North America,20-07-1948,77
1292949,Female,Janet Blackwell,Lexington,KY,Kentucky,United States,North America,19-11-1975,50
1293064,Female,Betty Mcmurray,Albuquerque,NM,New Mexico,United States,North America,17-01-1958,68
1293438,Female,Pam West,Fargo,ND,North Dakota,United States,North America,27-06-1956,69
1294022,Female,Pauletta Sweeny,Arab,AL,Alabama,United States,North America,11-04-1993,32
1294930,Female,Janet Hess,Aurora,CO,Colorado,United States,North America,05-12-1999,26
1295403,Female,Hedwig King,New Berlin,WI,Wisconsin,United States,North America,14-02-1958,68
1298027,Female,Kathy Fowles,Phoenix,AZ,Arizona,United States,North America,30-06-1991,34
1298688,Female,Ann Geary,Columbia,SC,South Carolina,United States,North America,05-09-1982,43
1299633,Female,Jodi Wheeler,Terre Haute,IN,Indiana,United States,North America,14-12-1977,48
1300892,Female,Soila Winfrey,Little Rock,AR,Arkansas,United States,North America,26-11-1965,60
1301181,Female,Vanessa Howell,Paducah,KY,Kentucky,United States,North America,31-03-1936,90
1303284,Female,Marylyn Chavez,Salt Lake City,UT,Utah,United States,North America,27-09-1948,77
1303448,Female,Laura Welch,North Little Rock,AR,Arkansas,United States,North America,23-04-1986,39
1303880,Female,Margaret Juarez,Kansas City,KS,Kansas,United States,North America,06-07-1937,88
1304950,Female,Charlotte Harnish,Topeka,KS,Kansas,United States,North America,11-02-1950,76
1305098,Female,Audrey Lynch,Wendover,UT,Utah,United States,North America,23-03-1979,47
1306378,Female,Emily Snyder,Sedona,AZ,Arizona,United States,North America,28-08-1974,51
1307023,Female,Debbie Nishida,Lafayette,LA,Louisiana,United States,North America,19-04-1977,48
1307508,Female,Ana Winter,Jackson,TN,Tennessee,United States,North America,20-07-1945,80
1308706,Female,Christina Dougherty,Manchester,NH,New Hampshire,United States,North America,13-08-1959,66
1310047,Female,Helen Nguyen,Norwalk,CT,Connecticut,United States,North America,12-03-1987,39
1310699,Female,Mary Banta,Wichita,KS,Kansas,United States,North America,13-05-1990,35
1312610,Female,Tracey Daily,Aurora,CO,Colorado,United States,North America,19-05-1957,68
1312920,Female,Carol King,Alexandria,DC,Washington DC,United States,North America,16-02-1961,65
1313113,Female,Mercedes Leon,Ocean Drive Beach,SC,South Carolina,United States,North America,25-12-1963,62
1314363,Female,Rose Wilson,Portsmouth,NH,New Hampshire,United States,North America,03-01-1976,50
1314795,Female,Aurora Poole,Omaha,NE,Nebraska,United States,North America,25-08-1958,67
1315611,Female,Willie Innocent,Delta,AL,Alabama,United States,North America,26-02-1964,62
1316290,Female,Jennifer Arp,Baton Rouge,LA,Louisiana,United States,North America,25-10-1960,65
1316816,Female,Janine Smith,Richton,MS,Mississippi,United States,North America,19-06-1941,84
1317634,Female,Rose Kennedy,Woodstock,VT,Vermont,United States,North America,01-02-1971,55
1318393,Female,Donna Matthews,Knoxville,TN,Tennessee,United States,North America,23-03-1979,47
1319610,Female,Paula Sanchez,Columbia,MD,Maryland,United States,North America,14-12-1958,67
1321345,Female,Tricia Noble,Manchester,CT,Connecticut,United States,North America,11-09-1971,54
1322224,Female,Martha Solares,New Orleans,LA,Louisiana,United States,North America,07-07-1985,40
1324581,Female,Cathleen Amendola,Seymour,IN,Indiana,United States,North America,25-11-1988,37
1325805,Female,Mona Zamora,Edgerton,WI,Wisconsin,United States,North America,25-02-1964,62
1327195,Female,Sandra Taylor,Columbus,MT,Montana,United States,North America,09-05-1987,38
1328273,Female,Blanche Sanchez,Porter,OK,Oklahoma,United States,North America,07-01-1961,65
1328691,Female,Audrey Gonzalez,Bowling Green,KY,Kentucky,United States,North America,26-08-1995,30
1330039,Female,Jenny Castillo,Spider Lake,WI,Wisconsin,United States,North America,19-10-1990,35
1331394,Female,Irene Dean,Parsons,OK,Oklahoma,United States,North America,18-04-1956,69
1333477,Female,Peggy Watkins,Philadelphia,DE,Delaware,United States,North America,10-04-1991,34
1335815,Female,Willa Holguin,Mc Lean,MD,Maryland,United States,North America,01-12-1956,69
1336583,Female,Eileen Powell,Grand Isle,LA,Louisiana,United States,North America,18-09-1975,50
1337730,Female,Laura Henry,Denver,CO,Colorado,United States,North America,27-02-1968,58
1338243,Female,Joan Hoang,Florence,SC,South Carolina,United States,North America,18-12-1985,40
1340071,Female,Jana Jackson,Centennial,CO,Colorado,United States,North America,18-07-1986,39
1342011,Female,Emma Deas,Knoxville,TN,Tennessee,United States,North America,09-02-1957,69
1342154,Female,Paulette Crow,Kenner,LA,Louisiana,United States,North America,15-12-1971,54
1342569,Female,Emma Wannamaker,Shreveport,LA,Louisiana,United States,North America,06-12-1981,44
1343427,Female,Patricia Lazzaro,Dibble,OK,Oklahoma,United States,North America,12-07-2001,24
1345643,Female,Barbara Robinson,Valdez Creek Mine,AK,Alaska,United States,North America,16-04-1986,39
1346496,Female,Vicki Mccord,Citronelle,AL,Alabama,United States,North America,19-03-1947,79
1346929,Female,Heather Lutz,Englewood,CO,Colorado,United States,North America,29-01-1941,85
1347880,Female,Kathleen Huerta,Fort Smith,AR,Arkansas,United States,North America,14-09-1955,70
1347884,Female,Christy Smith,Bloomington,IN,Indiana,United States,North America,30-08-1953,72
1349131,Female,Katherine Rosales,Jackson,MS,Mississippi,United States,North America,05-07-1986,39
1349155,Female,Kristina Blanco,Madisonville,KY,Kentucky,United States,North America,06-09-1959,66
1350616,Female,Mary Bond,Sulphur,LA,Louisiana,United States,North America,28-11-1946,79
1351308,Female,Linda Becker,Cecelia,LA,Louisiana,United States,North America,13-12-1977,48
1351498,Female,Cordelia Haney,Durango,CO,Colorado,United States,North America,12-11-1963,62
1353805,Female,Mary Clear,Washington,DC,Washington DC,United States,North America,29-10-1964,61
1354290,Female,Jean Beal,Silver Spring,MD,Maryland,United States,North America,30-03-1968,58
1355953,Female,Belinda Moore,Sherman Mills,ME,Maine,United States,North America,05-08-1986,39
1356668,Female,Wilma Rodriguez,Green Valley,AZ,Arizona,United States,North America,18-05-1967,58
1356935,Female,Beth Green,Sister Bay,WI,Wisconsin,United States,North America,19-07-1982,43
1358670,Female,Rebekah Huff,Fort Wayne,IN,Indiana,United States,North America,17-08-1962,63
1358700,Female,Helen Taylor,Germantown,KY,Kentucky,United States,North America,13-09-1965,60
1358765,Female,Kyra Marrero,Cottonwood,AZ,Arizona,United States,North America,27-06-1945,80
1358810,Female,Judith Thomas,Manchester,CT,Connecticut,United States,North America,09-06-1957,68
1359024,Female,Wendy Larson,Memphis,TN,Tennessee,United States,North America,27-03-1988,38
1360960,Female,Viola Strickland,Charles Town,WV,West Virginia,United States,North America,16-03-1968,58
1361402,Female,Edith Maxfield,New Orleans,LA,Louisiana,United States,North America,14-03-1984,42
1361969,Female,Mable Kieffer,Hartford,CT,Connecticut,United States,North America,26-03-1946,80
1363298,Female,Melissa Smith,Essex Junction,VT,Vermont,United States,North America,11-07-1977,48
1363803,Female,Erin Stevens,Turner,ME,Maine,United States,North America,11-07-1978,47
1365154,Female,Amy Reynolds,Anniston,AL,Alabama,United States,North America,25-02-1937,89
1366250,Female,Stella Krause,Rapid City,SD,South Dakota,United States,North America,06-04-1964,61
1367800,Female,Mary Raynor,Naugatuck,CT,Connecticut,United States,North America,09-04-1983,42
1368205,Female,Gayle Mcgee,Memphis,TN,Tennessee,United States,North America,11-02-1985,41
1369624,Female,Sarah Anderson,Nashville,TN,Tennessee,United States,North America,28-01-1998,28
1370573,Female,Johanna Secrist,Grinnell,KS,Kansas,United States,North America,07-05-1957,68
1373363,Female,Mary Grell,Denver,CO,Colorado,United States,North America,02-02-1980,46
1373561,Female,Ollie Davis,Springdale,AR,Arkansas,United States,North America,25-04-1979,46
1373882,Female,Joan Damm,Edgewood,MD,Maryland,United States,North America,13-11-1961,64
1374276,Female,Marguerite Rice,Anderson,IN,Indiana,United States,North America,20-11-1976,49
1374776,Female,Diana Ruiz,Chattanooga,TN,Tennessee,United States,North America,01-03-1989,37
1375201,Female,Lorena Welch,Providence,RI,Rhode Island,United States,North America,19-08-1981,44
1377813,Female,Jana Lockridge,Tucson,AZ,Arizona,United States,North America,02-05-1975,50
1378439,Female,Maria Reid,Jackson,MS,Mississippi,United States,North America,27-07-1992,33
1378568,Female,Gwendolyn Jones,Nashville,TN,Tennessee,United States,North America,29-06-1996,29
1378935,Female,Sallie Moreland,Hinton,WV,West Virginia,United States,North America,13-11-1966,59
1380976,Female,Eileen Moton,Memphis,TN,Tennessee,United States,North America,31-01-1947,79
1381115,Female,Arlene White,Oklahoma City,OK,Oklahoma,United States,North America,18-04-1965,60
1381579,Female,Angela Jackson,Nashville,TN,Tennessee,United States,North America,04-03-1954,72
1382863,Female,Angelina Adams,Hartford,CT,Connecticut,United States,North America,17-08-1948,77
1383079,Female,Sandra Myers,Plymouth,IN,Indiana,United States,North America,18-02-1999,27
1383605,Female,Caridad Lopez,Homer,LA,Louisiana,United States,North America,25-06-1991,34
1383859,Female,Kimberly Barnes,Providence,RI,Rhode Island,United States,North America,06-01-1951,75
1383884,Female,Shirley Rutherford,Sheboygan Falls,WI,Wisconsin,United States,North America,20-03-1988,38
1384774,Female,Nellie Pugh,Brunswick,ME,Maine,United States,North America,21-03-1956,70
1385560,Female,Mary Lopez,Paton,IA,Iowa,United States,North America,09-06-1959,66
1385904,Female,Patricia Griggs,Cedar Rapids,IA,Iowa,United States,North America,20-08-1964,61
1386844,Female,Nancy Nichols,Carrier,OK,Oklahoma,United States,North America,09-11-1950,75
1387026,Female,Stephanie Cline,Wichita,KS,Kansas,United States,North America,29-09-1976,49
1387459,Female,Valeri Chastain,Phoenix,AZ,Arizona,United States,North America,15-06-1951,74
1388923,Female,Rosana Thompson,Pine Bluff,AR,Arkansas,United States,North America,16-05-1992,33
1389079,Female,Dessie Houston,Louisville,KY,Kentucky,United States,North America,11-08-1989,36
1389440,Female,Helen Allison,Milwaukee,WI,Wisconsin,United States,North America,25-02-2000,26
1389527,Female,Dorothy Hammond,Radcliff,KY,Kentucky,United States,North America,13-05-1940,85
1389689,Female,Kimberly Perkins,Denver,CO,Colorado,United States,North America,08-07-1999,26
1390208,Female,Ophelia Roderick,New Brockton,AL,Alabama,United States,North America,19-10-1936,89
1390639,Female,Linda Cisneros,Birmingham,AL,Alabama,United States,North America,27-07-2000,25
1391462,Female,Nancy Taylor,Moss Point,MS,Mississippi,United States,North America,28-10-1963,62
1392541,Female,Justin Thibodeau,Vilonia,AR,Arkansas,United States,North America,15-08-1984,41
1393392,Female,Nancy Rowlett,Nora Springs,IA,Iowa,United States,North America,15-06-1950,75
1394568,Female,Edna Evers,Woonsocket,RI,Rhode Island,United States,North America,31-12-1948,77
1395383,Female,Gina Caine,Omaha,NE,Nebraska,United States,North America,01-06-1940,85
1395483,Female,Antonia Morgan,Hughes,AR,Arkansas,United States,North America,15-01-1996,30
1397118,Female,Maria Tompson,Birmingham,AL,Alabama,United States,North America,24-01-1965,61
1398124,Female,Yvonne Mejia,Englewood,CO,Colorado,United States,North America,14-06-1997,28
1398757,Female,Shirley Puckett,Kingfisher,OK,Oklahoma,United States,North America,31-05-1999,26
1399159,Female,Ruby Gordon,Jefferson,IA,Iowa,United States,North America,09-12-1979,46
1400238,Female,Annette Hoffman,Rehoboth Beach,DE,Delaware,United States,North America,27-03-1991,35
1400564,Female,Valerie Turcotte,Gaithersburg,MD,Maryland,United States,North America,24-08-1960,65
1401419,Female,Charlotte Munson,Indianapolis,IN,Indiana,United States,North America,05-04-1966,59
1401578,Female,Tamra Payne,Memphis,TN,Tennessee,United States,North America,03-01-1970,56
1402096,Female,Rina Pellot,Las Vegas,NV,Nevada,United States,North America,17-04-1986,39
